region;province;property_id;property_type;postal_code;city_name;address;price;bedroom_count;livable_surface;total_surface;build_year;garage;peb_category
Flandre;Antwerpen;LDE19;Appartment;2440;Geel;Heistraat 2;218309.0;1.0;57.0;57.0;2025.0;0;
Flandre;Antwerpen;KHZ3R;Appartment;8660;De Panne;Veurnestraat 227;188000.0;;;695.0;;0;
Flandre;Antwerpen;LO0PG;Appartment;2200;Herentals;Belgiëlaan 31;;;;;;0;
Flandre;Antwerpen;LOH8B;House;3520;Zonhoven;Heuveneindeweg 97 / zn;549000.0;4.0;;1362.0;1974.0;0;354
Flandre;Antwerpen;LGBKC;Appartment;3850;Nieuwerkerken;Weg naar Schakkebroek;169000.0;;;1074.0;;0;
Flandre;Antwerpen;LNZF7;Appartment;8400;Mariakerke;Aartshertogstraat 60 / 0201;219000.0;2.0;60.0;60.0;1960.0;0;96
Flandre;Antwerpen;LOGAQ;Appartment;8434;Westende;Zwaluwenlaan 29 / 0402;189000.0;1.0;33.0;33.0;2007.0;0;428
Flandre;Antwerpen;L67AM;House;9200;Sint-Gillis-Bij-Dendermonde;Volaardestraat 83;415580.0;3.0;;400.0;;1;
Flandre;Antwerpen;LOG6G;Appartment;3680;Neeroeteren;Maaseikerlaan 28;69400.0;;;5861.0;;0;
Flandre;Antwerpen;LNIPL;Appartment;8670;Koksijde;Koninklijke Baan 136 / 0101;395000.0;2.0;67.0;67.0;;0;
Flandre;Antwerpen;LFL0H;Appartment;8800;Roeselare;Honzebroekstraat 15 / 8;135000.0;1.0;44.0;44.0;1976.0;0;312
Flandre;Antwerpen;LN1TX;Appartment;3930;Achel;Loërakkerweg;185000.0;;;899.0;;0;
Flandre;Antwerpen;LDEG9;Appartment;3920;Lommel;Dorp 42 / 03.01;539000.0;2.0;150.0;150.0;2020.0;0;101
Flandre;Antwerpen;LNIA3;House;8800;Rumbeke;Joe Englishstraat 18;249000.0;2.0;98.0;443.0;1970.0;1;328
Flandre;Antwerpen;LBEEQ;Appartment;9200;Sint-Gillis-Bij-Dendermonde;Hullekenstraat 88 / 9;249000.0;2.0;131.0;131.0;2005.0;0;296
Flandre;Antwerpen;KHY8M;House;2300;Turnhout;Leopoldstraat 7;460000.0;5.0;414.0;132.0;1882.0;0;438
Flandre;Antwerpen;LNYXT;House;3450;Geetbets;Drinkteilstraat 1;175000.0;1.0;202.0;158.0;1952.0;0;584
Flandre;Antwerpen;LNYXS;Appartment;2100;Deurne;Generaal Slingeneyerlaan 26 / 2;209000.0;2.0;86.0;86.0;1951.0;0;299
Flandre;Antwerpen;LC3QV;Appartment;8420;Wenduine;Ringlaan 63;469000.0;;;;2019.0;0;
Flandre;Antwerpen;LOGK7;Appartment;8370;Blankenberge;Zeedijk 158 / C10;379000.0;2.0;71.0;71.0;1984.0;0;221
Flandre;Antwerpen;LNJHZ;House;3600;Genk;Neerzijstraat 34 / lot 4;449201.0;3.0;161.0;574.0;2025.0;0;
Flandre;Antwerpen;LO03E;Appartment;3500;Hasselt;Maastrichtersteenweg 129 / 1.1;355000.0;2.0;100.0;100.0;2024.0;0;25
Flandre;Antwerpen;LOHCV;Appartment;8420;Wenduine;Zeedijk-Wenduine 41;385000.0;2.0;65.0;65.0;1962.0;0;255
Flandre;Antwerpen;LN1XM;Appartment;9220;Moerzeke;Koning Albertdijk /;30500.0;;;4858.0;;0;
Flandre;Antwerpen;LN26Y;House;2660;Hoboken;Krugerstraat 135;379000.0;5.0;168.0;259.0;1954.0;0;415
Flandre;Antwerpen;LN1XC;House;3910;Neerpelt;Vinkendreef 4;825000.0;4.0;260.0;3551.0;1975.0;1;321
Flandre;Antwerpen;LN1MW;Appartment;9200;Dendermonde;Oude Vest 100;379000.0;;184.0;111.0;;0;271
Flandre;Antwerpen;LNJDN;Appartment;2440;Geel;Kerkstraat 4 / 2;349000.0;2.0;113.0;113.0;2010.0;0;167
Flandre;Antwerpen;LOG44;Appartment;2100;Deurne;Nieuwe Donk 62 / 501;269000.0;2.0;95.0;95.0;1995.0;1;182
Flandre;Antwerpen;LOH7G;Appartment;3920;Lommel;Nachtegaalstraat 2B;299000.0;2.0;86.0;86.0;2013.0;0;103
Flandre;Antwerpen;LGBSX;Appartment;3720;Kortessem;Hasseltsesteenweg 157;302400.0;;;216.0;;0;
Flandre;Antwerpen;LN1Q6;House;3270;Scherpenheuvel;noordervest 25 27;434000.0;;;;1951.0;0;345
Flandre;Antwerpen;LKQRS;House;8020;Oostkamp;Molenstraat 122;499000.0;3.0;142.21;419.0;1956.0;1;189
Flandre;Antwerpen;LOHDU;House;3680;Neeroeteren;Waterlozeweg 114 / A;513000.0;3.0;180.0;892.0;2025.0;1;
Flandre;Antwerpen;LNIPP;Appartment;8670;Koksijde;Koninklijke Baan 136 / 0301;430000.0;2.0;67.0;67.0;;0;
Flandre;Antwerpen;LN26Z;Appartment;2140;Borgerhout;Eugeen Joorsstraat 11;199000.0;1.0;65.0;65.0;;0;354
Flandre;Antwerpen;LOG5K;Appartment;1050;Ixelles;Rue Souveraine 9 / B02;215000.0;;82.0;82.0;2019.0;1;
Flandre;Antwerpen;L2UOF;Appartment;2300;Turnhout;Grote Markt 26;375000.0;;224.0;224.0;1988.0;0;
Flandre;Antwerpen;LNIA7;House;2340;Beerse;Zomerstraat 17;419000.0;3.0;192.0;760.0;1978.0;1;275
Flandre;Antwerpen;LN1F4;House;9000;Gent;Kortrijksesteenweg 721;565000.0;4.0;242.0;181.0;;0;522
Flandre;Antwerpen;LNIH8;House;8680;Bovekerke;Burgemeester van Ackerestraat 4;180000.0;3.0;121.0;1150.0;;1;862
Flandre;Antwerpen;LN2LQ;Appartment;9000;Gent;Kazemattenstraat 28;339000.0;2.0;76.0;76.0;1874.0;1;267
Flandre;Antwerpen;LN27T;House;8790;Waregem;Tapuitstraat 229;695000.0;3.0;203.0;4620.0;;0;347
Flandre;Antwerpen;LEV2Z;Appartment;3990;Peer;Nieuwstraat 21;590000.0;;749.0;712.0;1990.0;1;97
Flandre;Antwerpen;LNIGF;Appartment;9200;Dendermonde;Sint-Onolfsdijk 72;599000.0;;;5462.0;;0;
Flandre;Antwerpen;LNJ78;House;3700;Tongeren;MOERENSTRAAT 6;233000.0;4.0;183.0;285.0;1919.0;0;685
Flandre;Antwerpen;LFLRK;Appartment;8510;Marke;Rekkemsestraat 116 / 0022;295000.0;4.0;129.0;129.0;2011.0;0;124
Flandre;Antwerpen;LNZRQ;House;8620;Nieuwpoort;Brugsevaart 32;487000.0;4.0;192.0;245.0;2026.0;0;
Flandre;Antwerpen;LOG6I;Appartment;9470;Denderleeuw;Dreef 27 / 4;249500.0;2.0;91.0;91.0;;1;123
Flandre;Antwerpen;LO09N;Appartment;8870;Izegem;Nieuwstraat 2 / 0202;210000.0;2.0;104.0;104.0;1970.0;1;389
Flandre;Antwerpen;KWEVP;Appartment;8620;Nieuwpoort;garage hendrikaplein -2 / G154;57500.0;;;;;1;
Flandre;Antwerpen;LOG4B;House;9051;Sint-Denijs-Westrem;Jean-Baptiste de Ghellincklaan 49 / 1;579945.0;3.0;180.0;685.0;2025.0;0;
Flandre;Antwerpen;LO08I;Appartment;8370;Blankenberge;Zeedijk 230 / 6B;339000.0;1.0;65.0;65.0;1979.0;0;121
Flandre;Antwerpen;LNZFP;House;8620;Nieuwpoort;Kokstraat 42;439000.0;4.0;161.0;161.0;1930.0;0;174
Flandre;Antwerpen;LN2NY;House;2300;Turnhout;Apostoliekenstraat 85;259000.0;3.0;151.0;290.0;1930.0;1;679
Flandre;Antwerpen;LOG36;House;8680;Koekelare;Carrestraat 29;749000.0;3.0;194.0;2684.0;1976.0;1;496
Flandre;Antwerpen;LN1QY;Appartment;3930;Hamont;Lozenweg 89 / A;183000.0;;;985.0;;0;
Flandre;Antwerpen;LOGOV;House;3990;Peer;Oudestraat 13 / 3;249000.0;1.0;146.0;69.0;1991.0;0;369
Flandre;Antwerpen;LGBT3;Appartment;3720;Kortessem;Hasseltsesteenweg 157;606615.0;;;324.0;;0;
Flandre;Antwerpen;L67RU;Appartment;2440;Geel;Puntstraat;165000.0;;;1017.0;;0;
Flandre;Antwerpen;LGCJN;House;3950;Reppel;Pastoor Scheltingastraat 2;230000.0;3.0;154.0;348.0;2025.0;0;
Flandre;Antwerpen;LOGAN;House;8670;Sint-Idesbald;Jan Pootlaan 20;650000.0;3.0;;511.0;1957.0;1;
Flandre;Antwerpen;KPQUO;Appartment;2400;Mol;Gompel Hoeve 44;180000.0;;;893.0;;0;
Flandre;Antwerpen;LNZKD;House;9991;Adegem;Veldekens 19 / W1;479598.0;3.0;140.45;620.0;2026.0;0;
Flandre;Antwerpen;LKREX;Appartment;1050;Ixelles;Rue du Viaduc 114;583000.0;2.0;107.0;107.0;2025.0;0;45
Flandre;Antwerpen;LOH60;Appartment;3590;Diepenbeek;Kapelstraat 23 / 2;;2.0;115.0;115.0;2016.0;1;108
Flandre;Antwerpen;LN1ZZ;House;8400;Oostende;Spaarzaamheidstraat 89;259000.0;3.0;133.0;99.0;1956.0;0;240
Flandre;Antwerpen;LBLHX;House;3550;Zolder;Kuilberg 12 / 1;295000.0;2.0;118.0;356.0;2003.0;0;282
Flandre;Antwerpen;LOH3E;Appartment;3800;Sint-Truiden;Tichelrijstraat 12 / 202;249000.0;2.0;86.0;86.0;1977.0;1;370
Flandre;Antwerpen;LOHCQ;Appartment;3600;Genk;Eendenpoel 1 / 2.3;374000.0;3.0;125.0;125.0;2008.0;0;126
Flandre;Antwerpen;LNZM9;Appartment;2220;Heist-op-den-Berg;Knotwilgenweg 7;2350000.0;;1302.0;3434.0;2017.0;0;
Flandre;Antwerpen;LOGA7;House;1180;Uccle;Avenue de Floréal 67;1650000.0;6.0;449.0;350.0;1900.0;1;269
Flandre;Antwerpen;LO02C;Appartment;3700;Tongeren;Luikersteenweg 52-54;345000.0;;247.0;228.0;1955.0;0;
Flandre;Antwerpen;LOGPC;Appartment;3960;Opitter;Opstraat 79;;;;2077.0;;0;
Flandre;Antwerpen;LN28D;Appartment;1050;Ixelles;Rue Andrée Geulen 19;650000.0;3.0;131.0;131.0;1936.0;0;206
Flandre;Antwerpen;L9848;Appartment;3500;Hasselt;Leopoldplein 50;995000.0;;328.0;328.0;1964.0;1;
Flandre;Antwerpen;LO057;Appartment;2200;Noorderwijk;Oude Dreef 7 / B132a3;429000.0;;;1217.0;;0;
Flandre;Antwerpen;LOH32;Appartment;8953;Wijtschate;Vierstraat 24;300000.0;;;260.0;2023.0;0;
Flandre;Antwerpen;LOH5V;House;3540;Donk;Dorpsstraat 75;575000.0;4.0;253.0;854.0;1972.0;1;209
Flandre;Antwerpen;LN1UW;House;3930;Hamont;Graanstraat 4;;2.0;135.0;615.0;2023.0;1;0
Flandre;Antwerpen;KPU8C;Appartment;2970;'s Gravenwezel;De Nachtegaal 67;750000.0;;700.0;2404.0;;0;
Flandre;Antwerpen;JM3LM;Appartment;9900;Eeklo;Tieltsesteenweg 75 / 0105.;202500.0;1.0;74.0;74.0;2019.0;0;49
Flandre;Antwerpen;LN22T;House;2330;Merksplas;Pannenhuisstraat 5;599000.0;3.0;166.0;1000.0;1967.0;1;139
Flandre;Antwerpen;LNIX0;Appartment;3500;Hasselt;Frans Tempelsstraat 4 / 1.01;325000.0;1.0;75.95;75.95;2017.0;0;103
Flandre;Antwerpen;L67AS;Appartment;2070;Burcht;Dorpstraat 41 / 0202;499000.0;2.0;139.0;139.0;1912.0;0;100
Flandre;Antwerpen;LGBQE;Appartment;2200;Herentals;Zandstraat 90;395000.0;;118.0;118.0;;0;
Flandre;Antwerpen;LN26F;House;2430;Vorst;Violettenstraat 17;335000.0;3.0;157.0;305.0;1967.0;1;229
Flandre;Antwerpen;LN2LO;House;9860;Balegem;Gootje 38;299000.0;3.0;183.0;455.0;1966.0;1;441
Flandre;Antwerpen;LGBGQ;Appartment;3600;Genk;Centrumlaan 8;1500000.0;;;475.0;2016.0;0;
Flandre;Antwerpen;LN1A0;Appartment;9000;Gent;Sint-Michielsstraat 13A / 404;450000.0;2.0;127.0;127.0;2017.0;1;54
Flandre;Antwerpen;LOGBZ;House;8902;Zillebeke;Pappotstraat 7;340000.0;3.0;205.0;794.0;1925.0;0;96
Flandre;Antwerpen;L8GUJ;House;8900;Ieper;Blauweleliestraat 1;149000.0;2.0;77.0;55.0;;0;931
Flandre;Antwerpen;LGBNC;Appartment;8670;Sint-Idesbald;Strandlaan 242;335000.0;;;;1998.0;0;
Flandre;Antwerpen;LA06I;House;3460;Bekkevoort;Eugeen Coolsstraat 85;598000.0;4.0;276.0;2600.0;1900.0;1;364
Flandre;Antwerpen;LDE98;Appartment;2300;Turnhout;Baron Frans Du Fourstraat 4 / &19;325000.0;3.0;161.0;161.0;1985.0;0;189
Flandre;Antwerpen;LNJ6W;Appartment;2221;Booischot;Dorpsstraat 96 / 11;395000.0;3.0;198.0;198.0;2003.0;1;145
Flandre;Antwerpen;LOH9R;House;3910;Neerpelt;Tikbroeken 5;459000.0;4.0;206.0;1130.0;1982.0;1;210
Flandre;Antwerpen;LN2HG;House;2200;Herentals;Sint Jobsstraat 227;685000.0;2.0;245.0;1398.0;1996.0;1;319
Flandre;Antwerpen;L97K2;House;2450;Meerhout;Bevrijdingslaan 140;299000.0;3.0;174.0;2940.0;1954.0;0;977
Flandre;Antwerpen;LN2JJ;Appartment;8370;Blankenberge;Zeedijk 158 / 11AB;499000.0;2.0;59.0;59.0;1984.0;0;247
Flandre;Antwerpen;LN27C;Appartment;3800;Gelinden;LUIKERSTEENWEG 549;129000.0;;93.44;93.44;;0;658
Flandre;Antwerpen;L67RF;Appartment;3500;Hasselt;Bampslaan 30;294157.0;;100.0;100.0;2025.0;0;
Flandre;Antwerpen;LO0O6;House;2180;Ekeren;Schoonbroek 50;275000.0;3.0;141.0;80.0;1930.0;0;288
Flandre;Antwerpen;KRE0W;Appartment;8420;Klemskerke;Nieuwe Steenweg 183;1500000.0;;;1459.0;1970.0;0;738
Flandre;Antwerpen;LN2D7;House;2490;Balen;Jachtlaan 23;1295000.0;5.0;574.0;2536.0;2006.0;1;104
Flandre;Antwerpen;K7C8T;Appartment;3650;Lanklaar;Stockheimerbosch ZN;10500.0;;;3000.0;;0;
Flandre;Antwerpen;LOGCM;House;3500;Hasselt;Kleersnijderslaan 25;289000.0;3.0;152.0;152.0;1962.0;1;653
Flandre;Antwerpen;LOH21;House;3720;Kortessem;Voetsestraat 5;295000.0;3.0;135.0;630.0;1974.0;0;503
Flandre;Antwerpen;LNINT;House;2590;Berlaar;Schoolstraat 33 / 2;425000.0;5.0;202.0;231.8;2026.0;0;
Flandre;Antwerpen;LNZ54;Appartment;8670;Sint-Idesbald;Strandlaan 154 / 00.02;560000.0;2.0;104.0;104.0;2026.0;0;
Flandre;Antwerpen;LNJ8X;House;3960;Bree;Bocholterkiezel 25a;;3.0;130.0;292.0;2025.0;0;
Flandre;Antwerpen;LGAR1;Appartment;2170;Merksem;Bredabaan 541;204000.0;;84.0;399.5;;0;
Flandre;Antwerpen;LEVSL;House;2400;Mol;Colburnlei 114;749000.0;4.0;358.0;7215.0;1960.0;0;260
Flandre;Antwerpen;L98V7;Appartment;2400;Mol;Heuvelstraat 16;175000.0;;;674.0;;0;1449
Flandre;Antwerpen;LOH5U;House;3582;Koersel;Heerbaan 269;419000.0;3.0;200.0;524.0;1950.0;0;82
Flandre;Antwerpen;LAVEF;Appartment;3620;Lanaken;Maaseikersteenweg 56 / 1;115000.0;;42.0;42.0;2010.0;0;
Flandre;Antwerpen;LO06K;Appartment;3800;Sint-Truiden;CLOCKEMSTRAAT 5;1988750.0;;4341.0;2395.0;1555.0;0;
Flandre;Antwerpen;LO06N;House;3770;Vroenhoven;MAASTRICHTERSTEENWEG 119;349000.0;3.0;180.0;828.0;1953.0;0;326
Flandre;Antwerpen;KRE1P;Appartment;2300;Turnhout;Herentalsstraat 47;399000.0;4.0;422.0;422.0;1850.0;0;259
Flandre;Antwerpen;L8DYA;House;2260;Westerlo;Meidoornstraat 24;299000.0;3.0;185.0;727.0;1976.0;1;847
Flandre;Antwerpen;LFM10;Appartment;2440;Geel;Poiel 444;285000.0;;;967.0;;0;
Flandre;Antwerpen;LGBY0;Appartment;2550;Waarloos;Beekboshoek 200;259000.0;;;529.0;;0;
Flandre;Antwerpen;L8EER;House;8800;Roeselare;Groenestraat 227;159000.0;3.0;149.0;144.0;;0;347
Flandre;Antwerpen;LN2O5;Appartment;2018;Antwerpen;Mechelsesteenweg 198c;230000.0;;;;;0;256
Flandre;Antwerpen;L67AR;Appartment;2070;Burcht;Dorpstraat 41 / 0201;535000.0;2.0;147.0;147.0;1912.0;0;132
Flandre;Antwerpen;LOHNG;House;3941;Eksel;Zwaluwenlaan 20;729000.0;6.0;360.0;1680.0;1998.0;1;180
Flandre;Antwerpen;LO0FJ;Appartment;9230;Wetteren;Kapellestraat 121;650000.0;;501.53;255.0;1965.0;0;
Flandre;Antwerpen;L2KAT;Appartment;2930;Brasschaat;Van Hemelrijcklei 82 / C0.01;279000.0;1.0;65.0;65.0;2017.0;0;94
Flandre;Antwerpen;LN1ZF;House;3630;Eisden;Casinostraat 45A;399000.0;6.0;285.0;627.0;1980.0;1;274
Flandre;Antwerpen;LO0BM;House;3960;Opitter;Tongerlostraat 15;569000.0;4.0;164.0;449.0;2025.0;0;57
Flandre;Antwerpen;LOG3X;House;2382;Poppel;Tulderbos 15 / A;149000.0;3.0;70.0;70.0;1982.0;0;1062
Flandre;Antwerpen;LNZA2;House;9050;Gentbrugge;Walstraat 78;180000.0;2.0;68.0;44.0;;0;745
Flandre;Antwerpen;KY07Q;Appartment;3300;Tienen;Gilainstraat 15;249000.0;;;;;0;
Flandre;Antwerpen;LOGCK;House;3570;Alken;Aardbruggenstraat 57;;3.0;193.0;193.0;1994.0;1;250
Flandre;Antwerpen;LOH7Y;Appartment;2800;Mechelen;Tervuursesteenweg 24 / 3;274000.0;1.0;83.0;83.0;;0;171
Flandre;Antwerpen;LOW0R;Appartment;2640;Mortsel;Liersesteenweg 254 / 2;199000.0;2.0;93.0;93.0;;1;247
Flandre;Antwerpen;LOH5W;Appartment;3520;Zonhoven;Dorpsstraat 26;649000.0;;319.0;1480.0;1967.0;0;
Flandre;Antwerpen;LOH8N;Appartment;3520;Zonhoven;Heuveneindeweg 97 / zn;549000.0;;;1362.0;1974.0;0;354
Flandre;Antwerpen;LGBT1;Appartment;3720;Kortessem;Hasseltsesteenweg 157;469362.94;;;324.0;;0;
Flandre;Antwerpen;LNIX6;House;3460;Bekkevoort;Oude Tiensebaan 75 / C;529000.0;4.0;188.0;459.0;2024.0;0;
Flandre;Antwerpen;LEWIY;Appartment;3900;Overpelt;Ringlaan;635800.0;2.0;;;2025.0;0;
Flandre;Antwerpen;LNIMF;House;8480;Ichtegem;Torhoutbaan 188;169000.0;4.0;160.0;337.0;1930.0;0;448
Flandre;Antwerpen;LN197;House;2280;Grobbendonk;Hazenstraat 2a;985000.0;5.0;319.0;17106.0;1971.0;1;122
Flandre;Antwerpen;LOH8J;House;2990;Wuustwezel;Bredabaan 144;745000.0;4.0;225.0;1258.0;1991.0;0;214
Flandre;Antwerpen;LOHBV;Appartment;8620;Nieuwpoort;Elisalaan 52 G15 / Amadeus;72000.0;;;;2004.0;1;
Flandre;Antwerpen;LGBVW;House;2290;Vorselaar;Zegbroek 62;644400.0;5.0;438.0;1212.0;1921.0;0;
Flandre;Antwerpen;LOHBX;Appartment;8620;Nieuwpoort;Loodswezenplein 1 / 27;49000.0;;;;2006.0;0;
Flandre;Antwerpen;LOH7X;House;2288;Bouwel;Dorp 29;295000.0;3.0;201.0;340.9;1944.0;0;486
Flandre;Antwerpen;LOG3E;House;4600;Visé;Rue de Maestricht 13;325000.0;5.0;176.0;305.0;;1;298
Flandre;Antwerpen;LFLQ9;Appartment;3600;Genk;Keinkesstraat 05 / 14;12500.0;;;;1974.0;0;
Flandre;Antwerpen;L8G37;House;2222;Itegem;Hulshoutsesteenweg 34;745000.0;3.0;187.0;62528.0;;1;1357
Flandre;Antwerpen;LNIPH;Appartment;8670;Koksijde;Koninklijke Baan 136 / 0401;445000.0;2.0;67.0;67.0;;0;
Flandre;Antwerpen;LOHDV;House;3510;Kermt;Meybroekstraat;;4.0;197.0;251.0;2026.0;0;51
Flandre;Antwerpen;LOGAC;House;8500;Kortrijk;Konstant Permekelaan 17;395000.0;2.0;141.0;583.0;1974.0;1;572
Flandre;Antwerpen;LBLIF;Appartment;2100;Deurne;Bisschoppenhoflaan 287 / C27;16500.0;;;;;1;
Flandre;Antwerpen;LOGV8;House;9620;Strijpen;Kleine Meerlaan 19;379000.0;3.0;163.0;584.0;;1;329
Flandre;Antwerpen;LNZT3;House;8670;Oostduinkerke;Prinses Charlottestraat 7;750000.0;5.0;214.0;1082.0;2001.0;1;172
Flandre;Antwerpen;LDE1C;Appartment;2440;Geel;Heistraat 2;291214.0;2.0;86.0;86.0;2025.0;0;
Flandre;Antwerpen;L7LPV;House;3202;Rillaar;Ebdries 2A;455000.0;6.0;331.0;331.0;1957.0;1;290
Flandre;Antwerpen;LCQFZ;House;3730;Hoeselt;Winningenstraat 18 / A;;5.0;288.0;3926.0;1977.0;0;476
Flandre;Antwerpen;L7MCN;House;3800;Groot-Gelmen;Gudderstraat 1;795000.0;3.0;361.0;4644.0;1850.0;0;345
Flandre;Antwerpen;KY09X;Appartment;3600;Genk;Strijphout 4;220000.0;;;831.0;;0;
Flandre;Antwerpen;KRE0X;House;8420;Klemskerke;Nieuwe Steenweg 183;1500000.0;;;1459.0;1970.0;0;738
Flandre;Antwerpen;LNXOM;Appartment;8670;Sint-Idesbald;Strandlaan 154;465000.0;2.0;94.0;94.0;2026.0;0;
Flandre;Antwerpen;KWEJF;Appartment;3590;Diepenbeek;Dorpsstraat 31;250000.0;;240.0;129.0;1954.0;0;380
Flandre;Antwerpen;LNZGQ;Appartment;3940;Hechtel;Steenovenstraat 33 / 5;498000.0;;445.0;445.0;2018.0;0;
Flandre;Antwerpen;LOGAA;Appartment;8660;De Panne;Dynastielaan 4;245000.0;1.0;58.0;58.0;1997.0;1;205
Flandre;Antwerpen;LOHGX;House;3600;Genk;Weg Naar As 222;165000.0;;;202.0;1949.0;0;689
Flandre;Antwerpen;L7LRB;House;2440;Geel;Lindenhof 14;895000.0;6.0;704.0;528.0;1902.0;1;100
Flandre;Antwerpen;LEVTM;House;3910;Neerpelt;Skiffel 17;319000.0;3.0;170.0;329.0;1949.0;0;349
Flandre;Antwerpen;LE491;House;2200;Herentals;Kapucijnenstraat 34;249000.0;5.0;243.0;295.0;;0;505
Flandre;Antwerpen;LOG37;House;2490;Balen;De Spruiten 61;259000.0;3.0;140.0;790.0;1958.0;1;602
Flandre;Antwerpen;LEVU7;House;3500;Hasselt;Singelbeekstraat 55;349000.0;4.0;166.0;437.0;1966.0;1;776
Flandre;Antwerpen;LNJ32;Appartment;3800;Sint-Truiden;Binderveldseweg 38B;140000.0;;;600.0;;0;
Flandre;Antwerpen;LNYXR;Appartment;3630;Vucht;Rooshaegenweg 4 / 13;289000.0;2.0;80.0;80.0;1994.0;1;102
Flandre;Antwerpen;LNIOZ;House;8520;Kuurne;Kattestraat 98;299000.0;5.0;218.0;282.0;1937.0;0;448
Flandre;Antwerpen;LFKZ8;Appartment;9968;Bassevelde;Beekstraat 15 / .;379000.0;;335.0;1100.0;;1;430
Flandre;Antwerpen;LOGLI;House;9950;Waarschoot;Molenstraat 154;395000.0;3.0;140.0;142.0;;1;21
Flandre;Antwerpen;L8EGW;Appartment;8890;Dadizele;Plaats 22;449000.0;5.0;595.0;595.0;;0;285
Flandre;Antwerpen;LOG6F;Appartment;9500;Viane;Beverstraat 10A;159000.0;;;1027.0;;0;
Flandre;Antwerpen;LC37A;House;3473;Waanrode;Blijstraat 12 / B;530000.0;3.0;168.0;487.0;2025.0;0;
Flandre;Antwerpen;LNZCO;House;8710;Wielsbeke;Oostrozebeeksestraat 31 / C;389500.0;3.0;130.0;138.6;2025.0;0;
Flandre;Antwerpen;LGBB6;Appartment;3545;Halen;Markt 4 / 1;309000.0;;146.0;146.0;2007.0;0;
Flandre;Antwerpen;LNJ6K;Appartment;3960;Bree;Industrieterrein Kanaal-Noord 1407;1385000.0;;937.0;3992.0;1993.0;0;
Flandre;Antwerpen;LNJDO;House;2328;Meerle;Rondeelweg 7;989000.0;5.0;299.0;6886.0;2020.0;0;54
Flandre;Antwerpen;LNJG0;House;2400;Mol;Gompelbaan 135;300000.0;4.0;185.0;729.0;1937.0;0;322
Flandre;Antwerpen;LN1JF;House;3270;Scherpenheuvel;noordervest 25;189000.0;2.0;;;1951.0;0;440
Flandre;Antwerpen;LOH7W;House;2440;Geel;Diestseweg 187;269000.0;4.0;147.0;389.0;1969.0;0;820
Flandre;Antwerpen;LOH7M;Appartment;3550;Heusden;Koerselsebaan 155 / 11;290000.0;2.0;120.0;120.0;2016.0;0;59
Flandre;Antwerpen;LN264;Appartment;3000;Leuven;Engels Plein 14 / T05.09;140000.0;1.0;16.0;16.0;;0;98
Flandre;Antwerpen;LNIT2;Appartment;8620;Nieuwpoort;Kaai 50 / 0102;349000.0;2.0;96.5;96.5;2003.0;1;135
Flandre;Antwerpen;LOGXD;House;8908;Vlamertinge;Dikkebusseweg 324;215000.0;3.0;150.0;362.0;1935.0;0;384
Flandre;Antwerpen;LN1N7;Appartment;3530;Helchteren;Genkseweg 12A / 1.2;248000.0;2.0;104.0;104.0;2005.0;0;125
Flandre;Antwerpen;KNP82;House;8820;Torhout;Langepijpestraat 21;199000.0;3.0;160.0;320.0;;1;0
Flandre;Antwerpen;L8GK8;Appartment;2340;Beerse;Ketelaarstraat;745550.0;;481.0;481.0;;0;
Flandre;Antwerpen;LNJ2Z;Appartment;9000;Gent;Einde Were 93;749500.0;;248.0;255.0;1918.0;1;
Flandre;Antwerpen;LN24U;Appartment;2440;Geel;Herentalseweg 52;750000.0;;;3034.0;;0;
Flandre;Antwerpen;LN1RO;House;8620;Nieuwpoort;Duinkerkestraat 53;279000.0;4.0;175.0;233.0;;1;289
Flandre;Antwerpen;L7M40;House;3870;Heers;Nieuwe Steenweg 220;525000.0;4.0;207.0;4426.0;1850.0;0;161
Flandre;Antwerpen;LN20P;Appartment;8620;Nieuwpoort;Astridlaan 50 / 0301;235000.0;2.0;76.0;76.0;1978.0;1;210
Flandre;Antwerpen;LNZK7;House;9991;Adegem;Veldekens 19 / W2;479598.0;3.0;140.45;620.0;2026.0;0;
Flandre;Antwerpen;LNIT1;Appartment;8460;Oudenburg;Zandvoordsestraat 60 / box 2;29500.0;;;;1986.0;1;
Flandre;Antwerpen;LA0QP;Appartment;8500;Kortrijk;Rijselsestraat 26 A;429000.0;;160.0;160.0;1997.0;0;
Flandre;Antwerpen;LCR23;House;3700;Riksingen;Riksingenstraat 37 + 39;899000.0;7.0;375.0;1069.0;2014.0;1;189
Flandre;Antwerpen;LOHJU;Appartment;8660;De Panne;Zeelaan 93 / 0101;349000.0;2.0;116.0;116.0;;0;200
Flandre;Antwerpen;L67RK;Appartment;2812;Muizen;Kerkenbos 99;300000.0;;;858.0;;0;
Flandre;Antwerpen;LO0A7;House;3740;Rijkhoven;Bammestraat 20;598000.0;4.0;323.0;3165.0;1949.0;0;355
Flandre;Antwerpen;LOH8E;Appartment;2390;Oostmalle;Dorpsplaats 21 / 2;269900.0;2.0;88.0;88.0;1995.0;0;119
Flandre;Antwerpen;LDEDC;Appartment;2060;Antwerpen;Diepestraat 65 / 201;150000.0;1.0;57.0;57.0;1899.0;0;121
Flandre;Antwerpen;LO0GF;House;9870;Zulte;Statiestraat 6;329000.0;4.0;294.0;413.0;1968.0;0;404
